"","scenario","Bactofuge","PPCFreq","Temp","day","per_exceed1000","per_exceed5mill","per_exceed1mill","per_exceed10mill","per_exceed20mill","per_exceed30mill","per_exceed40mill","per_exceed20000","n_exceed1000","n_exceed5mill","n_exceed1mill","n_exceed10mill","n_exceed20mill","n_exceed30mill","n_exceed40mill","n_exceed20000","n_total"
"350","NB_MeanSpoilType_LT","NB","MeanSpoilType","LT","35",57.3,29,39.4,28.7,27.3,25.8,27.3,53.9,573,290,394,287,273,258,258,539,1000
"351","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
"352","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","2",2,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,1000
"353","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","3",39.2,0.6,2.6,0.3,0,0,0,17.2,392,6,26,3,0,0,0,172,1000
"354","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","4",59,32.4,35.1,29.6,26.7,24.6,26.7,41.6,590,324,351,296,267,246,227,416,1000
"355","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","5",75.3,36.9,40,36.3,35.8,35.8,35.8,57.1,753,369,400,363,358,358,358,571,1000
"356","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","6",85.2,43.7,51.4,41.7,40.1,39.9,40.1,72,852,437,514,417,401,399,392,720,1000
"357","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","7",86.5,56.9,64.2,54.1,50.7,49.2,50.7,83.3,865,569,642,541,507,492,484,833,1000
"358","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","8",87.2,67.5,77,64.8,59.7,58.3,59.7,85.8,872,675,770,648,597,583,578,858,1000
"359","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","9",87.8,80.3,84.9,77.2,68.9,67.1,68.9,86.4,878,803,849,772,689,671,655,864,1000
"360","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","10",88.7,85.3,86.1,84.8,78,77.2,78,87,887,853,861,848,780,772,760,870,1000
"361","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","11",91.1,86.1,86.4,86.1,80.7,80.6,80.7,87.3,911,861,864,861,807,806,804,873,1000
"362","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","12",93.4,86.4,86.7,86.4,81.1,81,81.1,87.9,934,864,867,864,811,810,810,879,1000
"363","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","13",95.6,86.7,86.9,86.7,81.4,81,81.4,89,956,867,869,867,814,810,810,890,1000
"364","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","14",97.1,86.9,87,86.9,81.9,81,81.9,91,971,869,870,869,819,810,810,910,1000
"365","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","15",98,86.9,87.2,86.9,81.9,81,81.9,94.3,980,869,872,869,819,810,810,943,1000
"366","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","16",98.5,87.1,87.3,86.9,81.9,81,81.9,95.2,985,871,873,869,819,810,810,952,1000
"367","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","17",98.9,87.1,87.6,87.1,82,81,82,96.8,989,871,876,871,820,810,810,968,1000
"368","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","18",99.1,87.2,88.5,87.1,82.1,81.1,82.1,98,991,872,885,871,821,811,811,980,1000
"369","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","19",99.1,87.5,90.1,87.2,82.2,81.1,82.2,98.6,991,875,901,872,822,811,811,986,1000
"370","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","20",99.3,88.1,91.7,87.7,82.4,81.2,82.4,98.9,993,881,917,877,824,812,812,989,1000
"371","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","21",99.6,88.6,92.8,88.4,82.8,81.6,82.8,99,996,886,928,884,828,816,815,990,1000
"372","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","22",99.7,88.9,93.8,88.7,83.5,82.4,83.5,99.2,997,889,938,887,835,824,820,992,1000
"373","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","23",100,89.4,94.6,89.2,83.8,82.7,83.8,99.5,1000,894,946,892,838,827,826,995,1000
"374","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","24",100,89.5,95,89.4,84.3,83.2,84.3,99.7,1000,895,950,894,843,832,829,997,1000
"375","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","25",100,89.5,95.3,89.5,84.5,83.4,84.5,99.9,1000,895,953,895,845,834,834,999,1000
"376","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","26",100,89.6,95.8,89.5,84.5,83.5,84.5,100,1000,896,958,895,845,835,835,1000,1000
"377","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","27",100,89.8,95.9,89.6,84.6,83.5,84.6,100,1000,898,959,896,846,835,835,1000,1000
"378","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","28",100,90,96.1,89.9,84.6,83.6,84.6,100,1000,900,961,899,846,836,836,1000,1000
"379","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","29",100,90.1,96.3,90.1,85,83.9,85,100,1000,901,963,901,850,839,839,1000,1000
"380","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","30",100,90.4,96.3,90.2,85.1,84.1,85.1,100,1000,904,963,902,851,841,840,1000,1000
"381","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","31",100,90.4,96.3,90.4,85.4,84.3,85.4,100,1000,904,963,904,854,843,842,1000,1000
"382","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","32",100,90.4,96.3,90.4,85.4,84.4,85.4,100,1000,904,963,904,854,844,844,1000,1000
"383","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","33",100,90.4,96.3,90.4,85.4,84.4,85.4,100,1000,904,963,904,854,844,844,1000,1000
"384","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","34",100,90.4,96.3,90.4,85.4,84.4,85.4,100,1000,904,963,904,854,844,844,1000,1000
"385","NB_WorstPPCVSL434_CT","NB","WorstPPCVSL434","CT","35",100,90.4,96.3,90.4,85.4,84.4,85.4,100,1000,904,963,904,854,844,844,1000,1000
"386","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","1",0.6,0,0,0,0,0,0,0.3,6,0,0,0,0,0,0,3,1000
"387","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","2",2.6,1.1,1.4,1.1,1,1,1,2,26,11,14,11,10,10,9,20,1000
"388","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","3",9.6,2.6,3.4,2.6,2.6,2.5,2.6,5.4,96,26,34,26,26,25,25,54,1000
"389","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","4",18.2,6.4,7.2,6.2,5.7,5.3,5.7,12.3,182,64,72,62,57,53,52,123,1000
"390","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","5",28.6,11.6,13.7,10.8,10.1,9.9,10.1,19.7,286,116,137,108,101,99,97,197,1000
"391","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","6",37.2,17.9,19.2,16.9,15.7,15.2,15.7,28.3,372,179,192,169,157,152,151,283,1000
"392","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","7",45.1,23,25.6,21.9,20.1,19.5,20.1,35.2,451,230,256,219,201,195,193,352,1000
"393","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","8",51.2,28.3,32.5,26.8,25.2,24.8,25.2,40.7,512,283,325,268,252,248,245,407,1000
"394","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","9",56.4,34.2,36.8,32.6,30.5,29.9,30.5,47.1,564,342,368,326,305,299,294,471,1000
"395","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","10",59.8,37.3,40.6,36.3,34.5,34,34.5,52,598,373,406,363,345,340,333,520,1000
"396","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","11",63.8,41.1,45.1,39.9,37.4,36.8,37.4,55.4,638,411,451,399,374,368,363,554,1000
"397","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","12",67.3,45.5,49.9,43.8,41.2,40.3,41.2,58.9,673,455,499,438,412,403,399,589,1000
"398","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","13",69.7,49.5,53,48.2,44.3,43.5,44.3,61.9,697,495,530,482,443,435,430,619,1000
"399","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","14",73.1,52.5,55.9,51.3,47.7,46.9,47.7,64.6,731,525,559,513,477,469,465,646,1000
"400","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","15",75.2,55,58.9,54.3,50.4,49.3,50.4,67.3,752,550,589,543,504,493,492,673,1000
"401","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","16",77,57.9,61.2,56.5,52.7,51.6,52.7,69.2,770,579,612,565,527,516,516,692,1000
"402","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","17",77.8,59.8,63.1,58.6,54.9,53.8,54.9,72,778,598,631,586,549,538,533,720,1000
"403","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","18",78.8,61.1,65.1,60.3,56.1,55.6,56.1,73.9,788,611,651,603,561,556,552,739,1000
"404","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","19",79.8,63.3,67,61.7,57.7,56.9,57.7,75.9,798,633,670,617,577,569,568,759,1000
"405","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","20",80.6,65.4,68.6,64,59.6,58.5,59.6,77.2,806,654,686,640,596,585,581,772,1000
"406","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","21",81.9,66.7,70.2,65.7,61.5,60.3,61.5,78.2,819,667,702,657,615,603,601,782,1000
"407","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","22",82.5,67.8,71.7,67.1,62.6,61.9,62.6,79,825,678,717,671,626,619,614,790,1000
"408","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","23",83.7,69.5,73.6,68.1,63.7,62.8,63.7,79.7,837,695,736,681,637,628,625,797,1000
"409","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","24",84.9,70.8,75.4,69.9,65,63.8,65,80,849,708,754,699,650,638,637,800,1000
"410","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","25",85.5,72.3,75.9,71.1,66,65.2,66,80.9,855,723,759,711,660,652,646,809,1000
"411","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","26",86.3,73.9,76.6,72.4,67.4,66.4,67.4,81.6,863,739,766,724,674,664,660,816,1000
"412","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","27",86.6,74.3,77.3,74,69.1,67.5,69.1,82.5,866,743,773,740,691,675,669,825,1000
"413","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","28",87.4,74.8,77.9,74.3,69.9,69,69.9,83.4,874,748,779,743,699,690,687,834,1000
"414","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","29",87.5,75.1,78.5,74.8,70.1,69.3,70.1,84.4,875,751,785,748,701,693,692,844,1000
"415","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","30",87.7,75.6,78.8,75.3,70.6,69.7,70.6,85.3,877,756,788,753,706,697,694,853,1000
"416","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","31",87.7,76,79.4,75.6,71,70.1,71,85.6,877,760,794,756,710,701,700,856,1000
"417","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","32",87.8,76.5,80,76.1,71.1,70.3,71.1,85.9,878,765,800,761,711,703,701,859,1000
"418","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","33",88.4,76.7,80.2,76.5,71.8,70.8,71.8,86.4,884,767,802,765,718,708,704,864,1000
"419","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","34",88.6,77.1,80.7,76.7,72.1,71,72.1,87.2,886,771,807,767,721,710,710,872,1000
"420","NB_WorstPPCVSL434_LT","NB","WorstPPCVSL434","LT","35",89.1,77.4,81.2,77,72.2,71.2,72.2,87.3,891,774,812,770,722,712,711,873,1000
"421","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
"422","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
"423","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
"424","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","4",0.2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1000
"425","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","5",0.6,0,0,0,0,0,0,0.3,6,0,0,0,0,0,0,3,1000
"426","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","6",1.1,0,0,0,0,0,0,0.7,11,0,0,0,0,0,0,7,1000
"427","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","7",1.5,0.2,0.5,0.2,0.1,0,0.1,0.9,15,2,5,2,1,0,0,9,1000
"428","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","8",2.3,0.3,0.6,0.3,0.3,0.1,0.3,1.4,23,3,6,3,3,1,1,14,1000
"429","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","9",3.3,0.4,0.7,0.4,0.4,0.1,0.4,1.8,33,4,7,4,4,1,1,18,1000
"430","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","10",4.6,0.5,0.9,0.5,0.4,0.1,0.4,2.8,46,5,9,5,4,1,1,28,1000
"431","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","11",6.1,0.5,1.1,0.5,0.5,0.2,0.5,3.3,61,5,11,5,5,2,2,33,1000
"432","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","12",7.8,0.7,1.6,0.6,0.5,0.2,0.5,4.1,78,7,16,6,5,2,2,41,1000
"433","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","13",9.2,0.9,1.8,0.8,0.8,0.3,0.8,5.2,92,9,18,8,8,3,3,52,1000
"434","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","14",10.5,0.9,2.1,0.9,0.9,0.5,0.9,7.3,105,9,21,9,9,5,5,73,1000
"435","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","15",12.7,1,2.2,0.9,0.9,0.5,0.9,8.6,127,10,22,9,9,5,5,86,1000
"436","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","16",15.1,1,3.4,1,1,0.6,1,9.4,151,10,34,10,10,6,6,94,1000
"437","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","17",17.4,1.6,4.6,1.3,1.1,0.6,1.1,10.7,174,16,46,13,11,6,6,107,1000
"438","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","18",19.4,2.1,5.2,1.8,1.8,0.8,1.8,13.5,194,21,52,18,18,8,7,135,1000
"439","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","19",21.6,2.3,6.2,2.2,2,1,2,15.7,216,23,62,22,20,10,10,157,1000
"440","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","20",24.9,2.5,7.2,2.3,2.3,1.1,2.3,17.2,249,25,72,23,23,11,10,172,1000
"441","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","21",26.7,2.7,7.8,2.6,2.5,1.2,2.5,18.2,267,27,78,26,25,12,11,182,1000
"442","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","22",29.1,2.9,8.3,2.9,2.7,1.4,2.7,20.4,291,29,83,29,27,14,14,204,1000
"443","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","23",32,3.2,9.5,3.1,2.9,1.7,2.9,22.8,320,32,95,31,29,17,17,228,1000
"444","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","24",35.2,3.2,10.3,3.2,3.2,1.9,3.2,24.2,352,32,103,32,32,19,19,242,1000
"445","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","25",38.1,3.8,11.4,3.4,3.2,1.9,3.2,26.4,381,38,114,34,32,19,19,264,1000
"446","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","26",40.2,4.4,12.3,4,3.6,2.1,3.6,28.8,402,44,123,40,36,21,19,288,1000
"447","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","27",43.2,4.6,13.3,4.5,4.2,2.5,4.2,31.2,432,46,133,45,42,25,23,312,1000
"448","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","28",46.3,5,14.4,4.7,4.6,2.7,4.6,33.3,463,50,144,47,46,27,27,333,1000
"449","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","29",47.8,5.6,15.1,5,4.7,2.9,4.7,34.8,478,56,151,50,47,29,28,348,1000
"450","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","30",50.4,6.1,16.7,5.7,5,3.1,5,37.7,504,61,167,57,50,31,30,377,1000
"451","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","31",51.5,6.7,18.5,6.2,5.8,3.6,5.8,40.2,515,67,185,62,58,36,33,402,1000
"452","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","32",53.6,7.4,19.5,7,6.4,4,6.4,43.8,536,74,195,70,64,40,39,438,1000
"453","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","33",56.7,7.8,20.9,7.6,7,4.3,7,45.8,567,78,209,76,70,43,43,458,1000
"454","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","34",59.1,8.1,21.6,7.7,7.6,4.7,7.6,47.3,591,81,216,77,76,47,45,473,1000
"455","TB_BestPPCVSL436_CT","TB","BestPPCVSL436","CT","35",60.9,8.6,22.4,8.2,7.7,4.9,7.7,48.7,609,86,224,82,77,49,48,487,1000
"456","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
"457","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
"458","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000
"459","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","4",0.2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1000
"460","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","5",0.6,0,0,0,0,0,0,0.3,6,0,0,0,0,0,0,3,1000
"461","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","6",1.1,0,0,0,0,0,0,0.7,11,0,0,0,0,0,0,7,1000
"462","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","7",1.5,0.2,0.5,0.2,0.1,0,0.1,0.9,15,2,5,2,1,0,0,9,1000
"463","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","8",2.3,0.3,0.6,0.3,0.3,0.1,0.3,1.4,23,3,6,3,3,1,1,14,1000
"464","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","9",3.3,0.4,0.7,0.4,0.4,0.1,0.4,1.8,33,4,7,4,4,1,1,18,1000
"465","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","10",4.6,0.5,0.9,0.5,0.4,0.1,0.4,2.8,46,5,9,5,4,1,1,28,1000
"466","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","11",6.1,0.5,1.1,0.5,0.5,0.2,0.5,3.3,61,5,11,5,5,2,2,33,1000
"467","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","12",7.8,0.7,1.6,0.6,0.5,0.2,0.5,4.1,78,7,16,6,5,2,2,41,1000
"468","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","13",9.2,0.9,1.8,0.8,0.8,0.3,0.8,5.2,92,9,18,8,8,3,3,52,1000
"469","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","14",10.5,0.9,2.1,0.9,0.9,0.5,0.9,7.3,105,9,21,9,9,5,5,73,1000
"470","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","15",12.7,1,2.2,0.9,0.9,0.5,0.9,8.6,127,10,22,9,9,5,5,86,1000
"471","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","16",15.1,1,3.4,1,1,0.6,1,9.4,151,10,34,10,10,6,6,94,1000
"472","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","17",17.4,1.6,4.6,1.3,1.1,0.6,1.1,10.7,174,16,46,13,11,6,6,107,1000
"473","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","18",19.4,2.1,5.2,1.8,1.8,0.8,1.8,13.5,194,21,52,18,18,8,7,135,1000
"474","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","19",21.6,2.3,6.2,2.2,2,1,2,15.7,216,23,62,22,20,10,10,157,1000
"475","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","20",24.9,2.5,7.2,2.3,2.3,1.1,2.3,17.2,249,25,72,23,23,11,10,172,1000
"476","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","21",26.7,2.7,7.8,2.6,2.5,1.2,2.5,18.2,267,27,78,26,25,12,11,182,1000
"477","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","22",29.1,2.9,8.3,2.9,2.7,1.4,2.7,20.4,291,29,83,29,27,14,14,204,1000
"478","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","23",32,3.2,9.5,3.1,2.9,1.7,2.9,22.8,320,32,95,31,29,17,17,228,1000
"479","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","24",35.2,3.2,10.3,3.2,3.2,1.9,3.2,24.2,352,32,103,32,32,19,19,242,1000
"480","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","25",38.1,3.8,11.4,3.4,3.2,1.9,3.2,26.4,381,38,114,34,32,19,19,264,1000
"481","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","26",40.2,4.4,12.3,4,3.6,2.1,3.6,28.8,402,44,123,40,36,21,19,288,1000
"482","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","27",43.2,4.6,13.3,4.5,4.2,2.5,4.2,31.2,432,46,133,45,42,25,23,312,1000
"483","TB_BestPPCVSL436_LT","TB","BestPPCVSL436","LT","28",46.3,5,14.4,4.7,4.6,2.7,4.6,33.3,463,50,144,47,46,27,27,333,1000
